# BUSCO version is: 5.4.3 
# The lineage dataset is: actinopterygii_odb10 (Creation date: 2020-08-05, number of genomes: 3640, number of BUSCOs: 26)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
4012at7898	Complete	LUTQUINCHR4	14465868	14482889	-	2965.2	1568	https://www.orthodb.org/v10?query=4012at7898	WD repeat-containing protein 81
4029at7898	Complete	LUTQUINCHR24	7926043	7964301	+	1861.8	1164	https://www.orthodb.org/v10?query=4029at7898	nidogen-2 isoform X1
4171at7898	Complete	LUTQUINCHR20	29769064	29784738	-	2612.4	1390	https://www.orthodb.org/v10?query=4171at7898	ATP-binding cassette, sub-family A (ABC1), member 5
4182at7898	Complete	LUTQUINCHR23	7412823	7459638	+	2467.3	1536	https://www.orthodb.org/v10?query=4182at7898	focadhesin
4232at7898	Complete	LUTQUINCHR14	2411142	2457873	-	2618.9	1540	https://www.orthodb.org/v10?query=4232at7898	laminin subunit alpha-4
4361at7898	Complete	LUTQUINCHR1	4513980	4584329	-	2532.2	1399	https://www.orthodb.org/v10?query=4361at7898	ras GTPase-activating-like protein IQGAP1
4363at7898	Complete	LUTQUINCHR12	21767807	21798073	-	2542.8	1701	https://www.orthodb.org/v10?query=4363at7898	kielin/chordin-like protein
4391at7898	Complete	LUTQUINCHR23	22845759	22858019	+	3680.3	1921	https://www.orthodb.org/v10?query=4391at7898	DNA-directed RNA polymerase II subunit RPB1
4483at7898	Complete	LUTQUINCHR9	30144804	30188288	+	2560.8	1397	https://www.orthodb.org/v10?query=4483at7898	ras GTPase-activating-like protein IQGAP2
4528at7898	Complete	LUTQUINCHR19	24949085	24971833	-	792.5	602	https://www.orthodb.org/v10?query=4528at7898	MHC class II transactivator
4610at7898	Complete	LUTQUINCHR19	15478632	15514299	-	2939.1	1452	https://www.orthodb.org/v10?query=4610at7898	ATP-binding cassette sub-family A member 3
4629at7898	Complete	LUTQUINCHR16	7708889	7727025	+	2672.9	1268	https://www.orthodb.org/v10?query=4629at7898	Mitogen-activated protein kinase kinase kinase 4
4817at7898	Complete	LUTQUINCHR4	8579416	8614294	-	2412.1	1391	https://www.orthodb.org/v10?query=4817at7898	signal-induced proliferation-associated 1-like protein 3
4849at7898	Complete	LUTQUINCHR15	31002418	31018469	+	2606.0	1267	https://www.orthodb.org/v10?query=4849at7898	SNF2 histone linker PHD RING helicase
4922at7898	Duplicated	LUTQUINCHR16	20265253	20314129	+	2935.4	1639	https://www.orthodb.org/v10?query=4922at7898	disks large homolog 5 isoform X1
4922at7898	Duplicated	LUTQUINCHR20	19920437	19963506	-	2820.7	1716	https://www.orthodb.org/v10?query=4922at7898	disks large homolog 5 isoform X1
4973at7898	Complete	LUTQUINCHR23	21693227	21861826	-	1666.9	1057	https://www.orthodb.org/v10?query=4973at7898	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2
5000at7898	Complete	LUTQUINCHR13	5354115	5379869	-	2483.6	1250
5022at7898	Complete	LUTQUINCHR14	10843962	10876730	-	2478.7	1287	https://www.orthodb.org/v10?query=5022at7898	protein dispatched homolog 1
5033at7898	Complete	LUTQUINCHR15	20421753	20439194	+	1999.3	1220	https://www.orthodb.org/v10?query=5033at7898	protein dispatched homolog 2
5058at7898	Complete	LUTQUINCHR15	32136562	32160564	-	2567.8	1740	https://www.orthodb.org/v10?query=5058at7898	thyroid receptor-interacting protein 11
5200at7898	Complete	LUTQUINCHR7	31358843	31378435	-	1930.4	1216
5468at7898	Complete	LUTQUINCHR21	13810733	13828053	-	2036.4	1399	https://www.orthodb.org/v10?query=5468at7898	deleted in lung and esophageal cancer protein 1
5477at7898	Complete	LUTQUINCHR15	19895556	19916379	+	1763.7	1153	https://www.orthodb.org/v10?query=5477at7898	leucine-rich repeat-containing protein 9-like
5479at7898	Complete	LUTQUINCHR20	20219561	20250948	+	2206.1	1172	https://www.orthodb.org/v10?query=5479at7898	DNA-directed RNA polymerase III subunit RPC1
5517at7898	Complete	LUTQUINCHR12	13587050	13627201	-	2312.8	1252	https://www.orthodb.org/v10?query=5517at7898	Cystic fibrosis transmembrane conductance regulator
5528at7898	Complete	LUTQUINCHR7	12831289	12862003	-	1686.0	1026	https://www.orthodb.org/v10?query=5528at7898	protein crumbs homolog 1
5566at7898	Complete	LUTQUINCHR2	18295549	18340806	+	2812.4	1470	https://www.orthodb.org/v10?query=5566at7898	Kinesin family member 21B
5588at7898	Complete	LUTQUINCHR11	18188687	18204990	-	2975.5	1535	https://www.orthodb.org/v10?query=5588at7898	Transcription elongation factor spt6
5604at7898	Complete	LUTQUINCHR14	18366150	18388158	+	2312.2	1155	https://www.orthodb.org/v10?query=5604at7898	mediator of RNA polymerase II transcription subunit 23
5622at7898	Complete	LUTQUINCHR3	20523658	20537268	+	1614.9	1429
5661at7898	Complete	LUTQUINCHR18	953283	974458	+	2625.0	1500	https://www.orthodb.org/v10?query=5661at7898	chromodomain-helicase-DNA-binding protein 1
5736at7898	Complete	LUTQUINCHR12	16425398	16442468	+	2667.0	1536
5752at7898	Complete	LUTQUINCHR15	25524232	25587750	+	2440.9	1234	https://www.orthodb.org/v10?query=5752at7898	intron-binding protein aquarius
5794at7898	Complete	LUTQUINCHR1	26843508	26855544	-	1681.8	930	https://www.orthodb.org/v10?query=5794at7898	DNA replication ATP-dependent helicase/nuclease DNA2
5900at7898	Complete	LUTQUINCHR15	23126000	23183132	-	1816.1	1256	https://www.orthodb.org/v10?query=5900at7898	Fanconi anemia group M protein
6083at7898	Complete	LUTQUINCHR13	35935316	35950991	-	1810.7	1110
6094at7898	Complete	LUTQUINCHR7	39174676	39204425	-	2187.1	1185	https://www.orthodb.org/v10?query=6094at7898	Trafficking protein particle complex 8
6107at7898	Complete	LUTQUINCHR15	28589054	28628380	-	2112.5	1102	https://www.orthodb.org/v10?query=6107at7898	pleckstrin homology domain-containing family H member 1
6114at7898	Complete	LUTQUINCHR18	32074458	32116354	+	2961.5	1724	https://www.orthodb.org/v10?query=6114at7898	unconventional myosin-XVIIIb
6141at7898	Complete	LUTQUINCHR13	25839270	25856617	+	2222.6	1474	https://www.orthodb.org/v10?query=6141at7898	RB1-inducible coiled-coil protein 1
6211at7898	Complete	LUTQUINCHR1	15624767	15659446	+	1895.8	1204	https://www.orthodb.org/v10?query=6211at7898	secretory phospholipase A2 receptor
6222at7898	Complete	LUTQUINCHR5	32568973	32590409	+	2128.0	1475	https://www.orthodb.org/v10?query=6222at7898	RUN and SH3 domain-containing protein 1
6239at7898	Complete	LUTQUINCHR4	4991996	5015917	+	2218.9	1090	https://www.orthodb.org/v10?query=6239at7898	Clustered mitochondria protein homolog
6262at7898	Complete	LUTQUINCHR10	5860113	5928620	-	2279.6	1264	https://www.orthodb.org/v10?query=6262at7898	collagen alpha-1(XX) chain isoform X1
6305at7898	Complete	LUTQUINCHR3	31788404	31814533	-	1896.5	991	https://www.orthodb.org/v10?query=6305at7898	WD repeat-containing protein 17 isoform X1
6349at7898	Complete	LUTQUINCHR11	5085792	5105043	+	1761.0	1053	https://www.orthodb.org/v10?query=6349at7898	Gem (nuclear organelle) associated protein 5
6383at7898	Complete	LUTQUINCHR1	28120086	28135285	+	1654.7	1201	https://www.orthodb.org/v10?query=6383at7898	glutamine and serine-rich protein 1
6557at7898	Complete	LUTQUINCHR11	21866558	21898401	-	2348.0	1414	https://www.orthodb.org/v10?query=6557at7898	Listerin E3 ubiquitin protein ligase 1
6598at7898	Complete	LUTQUINCHR1	26513914	26535879	-	1785.6	1248	https://www.orthodb.org/v10?query=6598at7898	unhealthy ribosome biogenesis protein 2 homolog
6715at7898	Complete	LUTQUINCHR18	18009092	18023691	+	2390.5	1217	https://www.orthodb.org/v10?query=6715at7898	Nucleoporin 155
6807at7898	Complete	LUTQUINCHR3	43869050	43907187	-	2295.3	1134
6854at7898	Complete	LUTQUINCHR13	29754630	29855184	+	2240.0	1135	https://www.orthodb.org/v10?query=6854at7898	tenascin-R
6873at7898	Complete	LUTQUINCHR21	17701315	17772433	+	2221.5	1218	https://www.orthodb.org/v10?query=6873at7898	DNA polymerase
6908at7898	Complete	LUTQUINCHR6	1935644	1950884	+	2708.7	1202	https://www.orthodb.org/v10?query=6908at7898	Splicing factor 3b, subunit 1
6910at7898	Complete	LUTQUINCHR17	7832033	7887934	+	1844.1	1024
6926at7898	Complete	LUTQUINCHR23	22807982	22813411	-	1425.7	1141	https://www.orthodb.org/v10?query=6926at7898	zinc finger and BTB domain-containing protein 4
6936at7898	Complete	LUTQUINCHR15	7658073	7686237	-	1972.8	1123	https://www.orthodb.org/v10?query=6936at7898	rab3 GTPase-activating protein non-catalytic subunit
6976at7898	Complete	LUTQUINCHR20	13151187	13173739	+	1936.0	1184	https://www.orthodb.org/v10?query=6976at7898	protein KIAA0556 homolog isoform X1
6978at7898	Complete	LUTQUINCHR22	16940770	16960122	+	2699.9	1373
7042at7898	Complete	LUTQUINCHR5	24936129	25003865	-	1887.5	1002	https://www.orthodb.org/v10?query=7042at7898	ADAM metallopeptidase with thrombospondin type 1 motif, 16
7133at7898	Complete	LUTQUINCHR12	20352819	20372509	+	2685.4	1544	https://www.orthodb.org/v10?query=7133at7898	Chromodomain helicase DNA binding protein 2
7219at7898	Complete	LUTQUINCHR12	5721655	5756475	+	2229.9	1364	https://www.orthodb.org/v10?query=7219at7898	pseudopodium-enriched atypical kinase 1
7222at7898	Complete	LUTQUINCHR1	23773632	23797422	-	2338.9	1214	https://www.orthodb.org/v10?query=7222at7898	ubiquitin carboxyl-terminal hydrolase 47 isoform X1
7263at7898	Complete	LUTQUINCHR14	30316574	30331573	+	2099.7	1381
7318at7898	Complete	LUTQUINCHR2	23054323	23072495	+	2162.6	1206	https://www.orthodb.org/v10?query=7318at7898	Fanconi anemia group D2 protein
7346at7898	Complete	LUTQUINCHR3	40061037	40077673	-	2200.2	1521	https://www.orthodb.org/v10?query=7346at7898	protein RRP5 homolog
7429at7898	Complete	LUTQUINCHR12	29910492	29936041	+	1535.3	1159	https://www.orthodb.org/v10?query=7429at7898	Fanconi anemia group A protein
7492at7898	Complete	LUTQUINCHR18	18676312	18697204	-	2468.2	1892
7534at7898	Complete	LUTQUINCHR21	23345758	23359064	+	2001.5	1155	https://www.orthodb.org/v10?query=7534at7898	DNA topoisomerase 2-binding protein 1
7550at7898	Complete	LUTQUINCHR12	37659512	37696479	-	2469.4	1113	https://www.orthodb.org/v10?query=7550at7898	splicing factor 3B subunit 3
7580at7898	Complete	LUTQUINCHR16	8896255	8905065	-	2241.0	1167	https://www.orthodb.org/v10?query=7580at7898	DNA mismatch repair protein Msh6
7677at7898	Complete	LUTQUINCHR10	28253333	28288622	-	2010.8	994	https://www.orthodb.org/v10?query=7677at7898	intraflagellar transport protein 122 homolog
7712at7898	Complete	LUTQUINCHR15	20710757	20728572	-	2038.8	1166
7715at7898	Complete	LUTQUINCHR11	14849054	14861389	+	1506.2	1118	https://www.orthodb.org/v10?query=7715at7898	Shroom family member 1
7742at7898	Complete	LUTQUINCHR16	13426443	13493194	-	1855.2	987	https://www.orthodb.org/v10?query=7742at7898	WD repeat-containing protein 11
7793at7898	Complete	LUTQUINCHR1	18253813	18269625	+	2107.2	1062
7801at7898	Duplicated	LUTQUINCHR5	390142	418667	+	2028.4	1424	https://www.orthodb.org/v10?query=7801at7898	GON-4-like protein
7801at7898	Duplicated	LUTQUINCHR5	44587353	44616702	-	2055.1	1423	https://www.orthodb.org/v10?query=7801at7898	GON-4-like protein
7847at7898	Complete	LUTQUINCHR20	2543808	2581679	+	2172.6	1117	https://www.orthodb.org/v10?query=7847at7898	methionine synthase
7869at7898	Complete	LUTQUINCHR12	19796134	19806977	-	1817.2	1076	https://www.orthodb.org/v10?query=7869at7898	Bloom syndrome protein isoform X1
7900at7898	Complete	LUTQUINCHR19	24487463	24519952	-	1789.4	899	https://www.orthodb.org/v10?query=7900at7898	ubiquitin carboxyl-terminal hydrolase 7 isoform X1
7928at7898	Complete	LUTQUINCHR9	9572395	9741848	+	1413.1	969	https://www.orthodb.org/v10?query=7928at7898	uncharacterized protein KIAA0825 homolog
7953at7898	Complete	LUTQUINCHR16	6716084	6731292	+	1561.6	1098	https://www.orthodb.org/v10?query=7953at7898	PHD finger protein 3 isoform X1
8043at7898	Complete	LUTQUINCHR8	9052786	9077465	+	1293.6	847	https://www.orthodb.org/v10?query=8043at7898	pro-epidermal growth factor
8044at7898	Complete	LUTQUINCHR10	30313818	30333748	-	3098.2	2311	https://www.orthodb.org/v10?query=8044at7898	bromodomain adjacent to zinc finger domain protein 2A
8172at7898	Complete	LUTQUINCHR13	19444809	19466558	+	2161.2	1550
8186at7898	Complete	LUTQUINCHR15	31668429	31694061	+	1490.8	908	https://www.orthodb.org/v10?query=8186at7898	papilin isoform X1
8190at7898	Complete	LUTQUINCHR2	29893561	29973754	-	2102.3	1092
8271at7898	Complete	LUTQUINCHR16	21769694	21787570	+	1727.8	1267	https://www.orthodb.org/v10?query=8271at7898	cilia- and flagella-associated protein 43
8276at7898	Complete	LUTQUINCHR2	2969523	3051399	+	2255.2	1188	https://www.orthodb.org/v10?query=8276at7898	neurofascin isoform X1
8300at7898	Complete	LUTQUINCHR9	23257149	23273156	-	1503.2	882	https://www.orthodb.org/v10?query=8300at7898	Excision repair cross-complementation group 6-like 2
8356at7898	Complete	LUTQUINCHR11	13852558	13884405	+	2172.4	1048	https://www.orthodb.org/v10?query=8356at7898	leucine--tRNA ligase, cytoplasmic
8392at7898	Complete	LUTQUINCHR22	16475479	16486041	-	2041.9	1134	https://www.orthodb.org/v10?query=8392at7898	putative ATP-dependent RNA helicase DHX57
8403at7898	Complete	LUTQUINCHR22	4841325	4877899	+	1981.7	1154	https://www.orthodb.org/v10?query=8403at7898	UHRF1-binding protein 1-like
8407at7898	Complete	LUTQUINCHR18	19804877	19881337	+	1923.7	952	https://www.orthodb.org/v10?query=8407at7898	A disintegrin and metalloproteinase with thrombospondin motifs 6
8413at7898	Complete	LUTQUINCHR16	26033801	26097333	-	1954.6	1188	https://www.orthodb.org/v10?query=8413at7898	Leucine-rich pentatricopeptide repeat containing
8448at7898	Complete	LUTQUINCHR5	6196678	6218292	+	1894.4	1072	https://www.orthodb.org/v10?query=8448at7898	protein MMS22-like
8465at7898	Complete	LUTQUINCHR17	18036304	18108401	-	2386.5	1289	https://www.orthodb.org/v10?query=8465at7898	CLIP-associating protein 2 isoform X1
8496at7898	Complete	LUTQUINCHR12	24428719	24454815	-	2092.8	972	https://www.orthodb.org/v10?query=8496at7898	DNA-directed RNA polymerase III subunit RPC2
8587at7898	Complete	LUTQUINCHR15	19829052	19862284	+	1791.4	1061	https://www.orthodb.org/v10?query=8587at7898	putative ATP-dependent RNA helicase TDRD9
8605at7898	Complete	LUTQUINCHR16	7546171	7560618	+	2127.3	1156	https://www.orthodb.org/v10?query=8605at7898	protein FAM135A isoform X1
8815at7898	Complete	LUTQUINCHR21	12508631	12517902	+	1986.6	1047	https://www.orthodb.org/v10?query=8815at7898	nephrocystin-3
8836at7898	Complete	LUTQUINCHR20	16499781	16536414	-	1832.0	1062	https://www.orthodb.org/v10?query=8836at7898	supervillin-like
8889at7898	Complete	LUTQUINCHR16	16710554	16718458	-	1875.4	935	https://www.orthodb.org/v10?query=8889at7898	DNA-directed RNA polymerase I subunit RPA2
8910at7898	Complete	LUTQUINCHR9	7820246	7881759	+	2014.9	1091
8916at7898	Complete	LUTQUINCHR8	25869055	25894784	+	1815.4	970	https://www.orthodb.org/v10?query=8916at7898	Inositol polyphosphate phosphatase-like 1b
8936at7898	Complete	LUTQUINCHR5	9689547	9764207	+	2120.6	1253	https://www.orthodb.org/v10?query=8936at7898	myomesin-3-like
8999at7898	Complete	LUTQUINCHR20	18764668	18775627	-	2345.2	1480	https://www.orthodb.org/v10?query=8999at7898	mediator of RNA polymerase II transcription subunit 1
9010at7898	Complete	LUTQUINCHR19	24169291	24188959	+	2100.6	1052	https://www.orthodb.org/v10?query=9010at7898	protein flightless-1 homolog
9020at7898	Complete	LUTQUINCHR2	31143141	31155839	-	1785.1	1074
9061at7898	Complete	LUTQUINCHR15	16065745	16090517	+	1662.0	916	https://www.orthodb.org/v10?query=9061at7898	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-2
9138at7898	Complete	LUTQUINCHR7	31070266	31079694	+	1159.5	851	https://www.orthodb.org/v10?query=9138at7898	acyl-CoA synthetase family member 4 isoform X1
9151at7898	Complete	LUTQUINCHR16	14301913	14313644	-	1608.3	807	https://www.orthodb.org/v10?query=9151at7898	proto-oncogene tyrosine-protein kinase receptor Ret
9159at7898	Complete	LUTQUINCHR19	12185204	12195920	-	1954.8	1009	https://www.orthodb.org/v10?query=9159at7898	manganese-transporting ATPase 13A1
9174at7898	Complete	LUTQUINCHR9	8188728	8200583	-	2087.8	1101	https://www.orthodb.org/v10?query=9174at7898	Niemann-Pick C1-like protein 1
9176at7898	Complete	LUTQUINCHR5	29521368	29579165	+	1825.2	1078	https://www.orthodb.org/v10?query=9176at7898	nephrin
9220at7898	Complete	LUTQUINCHR9	4986464	5001924	-	2448.1	1542	https://www.orthodb.org/v10?query=9220at7898	thyroid adenoma-associated protein homolog
9258at7898	Complete	LUTQUINCHR1	24870546	24930695	-	2430.9	1187	https://www.orthodb.org/v10?query=9258at7898	PH domain leucine-rich repeat-containing protein phosphatase 2
9337at7898	Complete	LUTQUINCHR7	29149976	29167174	-	2041.2	1119
9402at7898	Complete	LUTQUINCHR8	27321423	27336363	+	1732.6	928	https://www.orthodb.org/v10?query=9402at7898	trafficking protein particle complex subunit 11
