# BUSCO version is: 5.4.3 
# The lineage dataset is: actinopterygii_odb10 (Creation date: 2020-08-05, number of genomes: 3640, number of BUSCOs: 26)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
1401at7898	Complete	LUTQUINCHR9.01	35561745	35591009	-	4374.7	2326	https://www.orthodb.org/v10?query=1401at7898	eIF-2-alpha kinase activator GCN1
1502at7898	Complete	LUTQUINCHR15.02	247023	271151	-	4314.2	2168	https://www.orthodb.org/v10?query=1502at7898	E3 ubiquitin-protein ligase HECTD1 isoform X1
1539at7898	Complete	LUTQUINCHR11.02	8836475	8866544	+	3720.6	1827	https://www.orthodb.org/v10?query=1539at7898	alpha-tectorin
1607at7898	Complete	LUTQUINCHR12.01	3721363	3764095	-	3203.1	1938	https://www.orthodb.org/v10?query=1607at7898	chondroitin sulfate proteoglycan 4
1664at7898	Complete	LUTQUINCHR17.01	9072238	9087059	+	3488.6	2074	https://www.orthodb.org/v10?query=1664at7898	zinc finger protein 40 isoform X1
1667at7898	Complete	LUTQUINCHR23.01	9421317	9523537	-	3411.3	1814	https://www.orthodb.org/v10?query=1667at7898	dysferlin isoform X1
1697at7898	Complete	LUTQUINCHR9.01	8672556	8694311	-	3932.0	1905	https://www.orthodb.org/v10?query=1697at7898	DNA polymerase epsilon catalytic subunit A
1709at7898	Duplicated	LUTQUINCHR7.02	255109	281487	-	3416.1	1929	https://www.orthodb.org/v10?query=1709at7898	adenomatous polyposis coli protein 2
1709at7898	Duplicated	LUTQUINCTG0002	214176	240770	-	3422.8	1932	https://www.orthodb.org/v10?query=1709at7898	adenomatous polyposis coli protein 2
1867at7898	Complete	LUTQUINCHR14.01	21366933	21586480	-	3715.6	2021	https://www.orthodb.org/v10?query=1867at7898	neuroblastoma-amplified sequence
1955at7898	Complete	LUTQUINCHR16.01	34205770	34272797	-	3304.2	1820	https://www.orthodb.org/v10?query=1955at7898	brefeldin A-inhibited guanine nucleotide-exchange protein 3
2212at7898	Complete	LUTQUINCHR12.01	20442218	20468423	-	3468.7	2436	https://www.orthodb.org/v10?query=2212at7898	von Willebrand factor
2355at7898	Complete	LUTQUINCHR4.01	7154022	7213272	+	3422.8	1829	https://www.orthodb.org/v10?query=2355at7898	dedicator of cytokinesis protein 10
2390at7898	Complete	LUTQUINCHR9.01	1673225	1731241	+	2852.1	1667	https://www.orthodb.org/v10?query=2390at7898	calcineurin-binding protein cabin-1 isoform X1
2421at7898	Complete	LUTQUINCHR6.01	24237371	24261629	-	3262.8	1889	https://www.orthodb.org/v10?query=2421at7898	Dopey family member 2
2494at7898	Complete	LUTQUINCHR21.01	16132597	16180929	-	2627.9	1764	https://www.orthodb.org/v10?query=2494at7898	rotatin
2517at7898	Complete	LUTQUINCHR6.01	3319734	3350146	-	2184.7	1287	https://www.orthodb.org/v10?query=2517at7898	coagulation factor V
2564at7898	Complete	LUTQUINCHR4.01	18432304	18453939	+	2820.7	1824	https://www.orthodb.org/v10?query=2564at7898	nucleolar pre-ribosomal-associated protein 1
2589at7898	Complete	LUTQUINCHR16.01	27312273	27360627	+	2970.7	1596	https://www.orthodb.org/v10?query=2589at7898	anaphase-promoting complex subunit 1
2616at7898	Complete	LUTQUINCHR4.01	14875719	14902258	+	3669.5	1854	https://www.orthodb.org/v10?query=2616at7898	protein KIAA0100 homolog isoform X1
2652at7898	Complete	LUTQUINCHR16.01	11497340	11526689	-	3333.7	1648	https://www.orthodb.org/v10?query=2652at7898	HEAT repeat-containing protein 5B
2721at7898	Complete	LUTQUINCHR21.01	13744442	13753911	+	1654.1	1370	https://www.orthodb.org/v10?query=2721at7898	Upstream transcription factor family member 3
2731at7898	Complete	LUTQUINCHR9.01	20778204	20813849	-	3666.3	2097	https://www.orthodb.org/v10?query=2731at7898	chondroitin sulfate proteoglycan 4-like
2748at7898	Complete	LUTQUINCHR14.02	10291324	10297722	-	1947.4	1454	https://www.orthodb.org/v10?query=2748at7898	tudor domain-containing protein 15
2763at7898	Complete	LUTQUINCHR12.01	30846678	30862690	+	3397.1	1770	https://www.orthodb.org/v10?query=2763at7898	nuclear pore complex protein Nup205
2857at7898	Complete	LUTQUINCHR10.01	17546734	17601048	-	2938.2	1590	https://www.orthodb.org/v10?query=2857at7898	zinc finger protein castor homolog 1 isoform X1
2862at7898	Complete	LUTQUINCHR5.01	28686795	28695230	-	1608.9	1515
3036at7898	Complete	LUTQUINCHR10.01	28124442	28240941	+	2871.0	1563	https://www.orthodb.org/v10?query=3036at7898	plexin-D1
3037at7898	Complete	LUTQUINCHR1.01	7529863	7686548	-	3029.1	1690	https://www.orthodb.org/v10?query=3037at7898	low-density lipoprotein receptor-related protein 4
3098at7898	Duplicated	LUTQUINCHR13.01	28805411	28835377	-	1732.7	1186
3098at7898	Duplicated	LUTQUINCHR21.01	6501656	6559827	-	1955.2	1222
3133at7898	Complete	LUTQUINCHR14.02	13877901	13927846	+	2661.3	1551	https://www.orthodb.org/v10?query=3133at7898	Intraflagellar transport 172
3278at7898	Complete	LUTQUINCHR23.01	17142124	17210294	+	3284.8	1547
3359at7898	Complete	LUTQUINCHR9.01	27518516	27542166	+	3251.6	1975	https://www.orthodb.org/v10?query=3359at7898	kinetochore-associated protein 1
3551at7898	Complete	LUTQUINCHR6.01	20421788	20509405	+	2833.6	1473	https://www.orthodb.org/v10?query=3551at7898	sodium leak channel non-selective protein
3552at7898	Complete	LUTQUINCHR20.01	17998022	18017512	+	2827.7	1570
3601at7898	Complete	LUTQUINCHR10.01	17862800	17933036	-	2878.9	1484	https://www.orthodb.org/v10?query=3601at7898	kinesin-like protein KIF1B isoform X1
3636at7898	Complete	LUTQUINCHR3.01	20335738	20358657	+	3038.9	1600	https://www.orthodb.org/v10?query=3636at7898	proteasome-associated protein ECM29 homolog
3668at7898	Complete	LUTQUINCHR12.01	5396030	5408364	+	1685.5	1419	https://www.orthodb.org/v10?query=3668at7898	treslin isoform X1
3678at7898	Complete	LUTQUINCHR14.01	4711786	4721639	-	1183.6	1476	https://www.orthodb.org/v10?query=3678at7898	CASP8-associated protein 2
3802at7898	Complete	LUTQUINCHR6.01	40796335	40811186	-	1660.6	1163	https://www.orthodb.org/v10?query=3802at7898	cilia- and flagella-associated protein 65
3849at7898	Complete	LUTQUINCHR18.01	25431177	25447482	+	2839.8	1504	https://www.orthodb.org/v10?query=3849at7898	nucleoporin NUP188 homolog
3878at7898	Complete	LUTQUINCHR9.01	29813515	29828495	-	1754.0	1226	https://www.orthodb.org/v10?query=3878at7898	cardiomyopathy-associated protein 5
3909at7898	Complete	LUTQUINCHR8.01	30467677	30495369	-	2633.2	1376	https://www.orthodb.org/v10?query=3909at7898	DNA-directed RNA polymerase I subunit RPA1
4012at7898	Complete	LUTQUINCHR4.01	14465868	14482889	-	2965.2	1568	https://www.orthodb.org/v10?query=4012at7898	WD repeat-containing protein 81
4029at7898	Complete	LUTQUINCHR24.01	7926043	7964301	+	1861.8	1164	https://www.orthodb.org/v10?query=4029at7898	nidogen-2 isoform X1
4171at7898	Complete	LUTQUINCHR20.01	29769064	29784738	-	2612.4	1390	https://www.orthodb.org/v10?query=4171at7898	ATP-binding cassette, sub-family A (ABC1), member 5
4182at7898	Complete	LUTQUINCHR23.01	2543750	2590565	+	2467.3	1536	https://www.orthodb.org/v10?query=4182at7898	focadhesin
4232at7898	Complete	LUTQUINCHR14.01	2411142	2457873	-	2618.9	1540	https://www.orthodb.org/v10?query=4232at7898	laminin subunit alpha-4
4361at7898	Complete	LUTQUINCHR1.01	4513980	4584329	-	2532.2	1399	https://www.orthodb.org/v10?query=4361at7898	ras GTPase-activating-like protein IQGAP1
4363at7898	Complete	LUTQUINCHR12.01	20849980	20880246	-	2542.8	1701	https://www.orthodb.org/v10?query=4363at7898	kielin/chordin-like protein
4391at7898	Complete	LUTQUINCHR23.01	17976686	17988946	+	3680.3	1921	https://www.orthodb.org/v10?query=4391at7898	DNA-directed RNA polymerase II subunit RPB1
4483at7898	Complete	LUTQUINCHR9.01	30144804	30188288	+	2560.8	1397	https://www.orthodb.org/v10?query=4483at7898	ras GTPase-activating-like protein IQGAP2
4528at7898	Complete	LUTQUINCHR19.01	23539978	23562726	-	792.5	602	https://www.orthodb.org/v10?query=4528at7898	MHC class II transactivator
4610at7898	Complete	LUTQUINCHR19.01	14069525	14105192	-	2939.1	1452	https://www.orthodb.org/v10?query=4610at7898	ATP-binding cassette sub-family A member 3
4629at7898	Duplicated	LUTQUINCHR16.01	7708889	7727025	+	2672.9	1268	https://www.orthodb.org/v10?query=4629at7898	Mitogen-activated protein kinase kinase kinase 4
4629at7898	Duplicated	LUTQUINCHR16.14	2599	20733	+	2672.9	1268	https://www.orthodb.org/v10?query=4629at7898	Mitogen-activated protein kinase kinase kinase 4
4817at7898	Complete	LUTQUINCHR4.01	8579416	8614294	-	2412.1	1391	https://www.orthodb.org/v10?query=4817at7898	signal-induced proliferation-associated 1-like protein 3
4849at7898	Complete	LUTQUINCHR15.01	29755082	29771133	+	2606.0	1267	https://www.orthodb.org/v10?query=4849at7898	SNF2 histone linker PHD RING helicase
4922at7898	Duplicated	LUTQUINCHR16.01	20265253	20314129	+	2935.4	1639	https://www.orthodb.org/v10?query=4922at7898	disks large homolog 5 isoform X1
4922at7898	Duplicated	LUTQUINCHR20.01	19920437	19963506	-	2820.7	1716	https://www.orthodb.org/v10?query=4922at7898	disks large homolog 5 isoform X1
4973at7898	Complete	LUTQUINCHR23.01	16824154	16992753	-	1666.9	1057	https://www.orthodb.org/v10?query=4973at7898	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2
5000at7898	Complete	LUTQUINCHR13.01	5354115	5379869	-	2483.6	1250
5022at7898	Complete	LUTQUINCHR14.01	10843962	10876730	-	2478.7	1287	https://www.orthodb.org/v10?query=5022at7898	protein dispatched homolog 1
5033at7898	Complete	LUTQUINCHR15.01	19174417	19191858	+	1999.3	1220	https://www.orthodb.org/v10?query=5033at7898	protein dispatched homolog 2
5058at7898	Complete	LUTQUINCHR15.01	30889226	30913228	-	2567.8	1740	https://www.orthodb.org/v10?query=5058at7898	thyroid receptor-interacting protein 11
5200at7898	Complete	LUTQUINCHR7.01	31187763	31207355	-	1930.4	1216
5468at7898	Complete	LUTQUINCHR21.01	13124790	13142110	-	2036.4	1399	https://www.orthodb.org/v10?query=5468at7898	deleted in lung and esophageal cancer protein 1
5477at7898	Complete	LUTQUINCHR15.01	18648220	18669043	+	1763.7	1153	https://www.orthodb.org/v10?query=5477at7898	leucine-rich repeat-containing protein 9-like
5479at7898	Complete	LUTQUINCHR20.01	20219561	20250948	+	2206.1	1172	https://www.orthodb.org/v10?query=5479at7898	DNA-directed RNA polymerase III subunit RPC1
5517at7898	Complete	LUTQUINCHR12.01	12669223	12709374	-	2312.8	1252	https://www.orthodb.org/v10?query=5517at7898	Cystic fibrosis transmembrane conductance regulator
5528at7898	Complete	LUTQUINCHR7.01	12660209	12690923	-	1686.0	1026	https://www.orthodb.org/v10?query=5528at7898	protein crumbs homolog 1
5566at7898	Complete	LUTQUINCHR2.01	18295549	18340806	+	2812.4	1470	https://www.orthodb.org/v10?query=5566at7898	Kinesin family member 21B
5588at7898	Complete	LUTQUINCHR11.01	7847243	7863546	-	2975.5	1535	https://www.orthodb.org/v10?query=5588at7898	Transcription elongation factor spt6
5604at7898	Complete	LUTQUINCHR14.01	18366150	18388158	+	2312.2	1155	https://www.orthodb.org/v10?query=5604at7898	mediator of RNA polymerase II transcription subunit 23
5622at7898	Complete	LUTQUINCHR3.01	12991239	13004849	+	1614.9	1429
5661at7898	Complete	LUTQUINCHR18.01	953283	974458	+	2625.0	1500	https://www.orthodb.org/v10?query=5661at7898	chromodomain-helicase-DNA-binding protein 1
5736at7898	Complete	LUTQUINCHR12.01	15507571	15524641	+	2667.0	1536
5752at7898	Complete	LUTQUINCHR15.01	24276896	24340414	+	2440.9	1234	https://www.orthodb.org/v10?query=5752at7898	intron-binding protein aquarius
5794at7898	Complete	LUTQUINCHR1.01	26843508	26855544	-	1681.8	930	https://www.orthodb.org/v10?query=5794at7898	DNA replication ATP-dependent helicase/nuclease DNA2
5900at7898	Complete	LUTQUINCHR15.01	21878664	21935796	-	1816.1	1256	https://www.orthodb.org/v10?query=5900at7898	Fanconi anemia group M protein
6083at7898	Complete	LUTQUINCHR13.01	35935316	35950991	-	1810.7	1110
6094at7898	Complete	LUTQUINCHR7.01	39003596	39033345	-	2187.1	1185	https://www.orthodb.org/v10?query=6094at7898	Trafficking protein particle complex 8
6107at7898	Complete	LUTQUINCHR15.01	27341718	27381044	-	2112.5	1102	https://www.orthodb.org/v10?query=6107at7898	pleckstrin homology domain-containing family H member 1
6114at7898	Complete	LUTQUINCHR18.01	32074458	32116354	+	2961.5	1724	https://www.orthodb.org/v10?query=6114at7898	unconventional myosin-XVIIIb
6141at7898	Complete	LUTQUINCHR13.01	25839270	25856617	+	2222.6	1474	https://www.orthodb.org/v10?query=6141at7898	RB1-inducible coiled-coil protein 1
6211at7898	Complete	LUTQUINCHR1.01	15624767	15659446	+	1895.8	1204	https://www.orthodb.org/v10?query=6211at7898	secretory phospholipase A2 receptor
6222at7898	Complete	LUTQUINCHR5.01	32431012	32452448	+	2128.0	1475	https://www.orthodb.org/v10?query=6222at7898	RUN and SH3 domain-containing protein 1
6239at7898	Complete	LUTQUINCHR4.01	4991996	5015917	+	2218.9	1090	https://www.orthodb.org/v10?query=6239at7898	Clustered mitochondria protein homolog
6262at7898	Complete	LUTQUINCHR10.01	5860113	5928620	-	2279.6	1264	https://www.orthodb.org/v10?query=6262at7898	collagen alpha-1(XX) chain isoform X1
6305at7898	Complete	LUTQUINCHR3.01	24255985	24282114	-	1896.5	991	https://www.orthodb.org/v10?query=6305at7898	WD repeat-containing protein 17 isoform X1
6349at7898	Complete	LUTQUINCHR11.02	4259436	4278687	+	1761.0	1053	https://www.orthodb.org/v10?query=6349at7898	Gem (nuclear organelle) associated protein 5
6383at7898	Complete	LUTQUINCHR1.01	28120086	28135285	+	1654.7	1201	https://www.orthodb.org/v10?query=6383at7898	glutamine and serine-rich protein 1
6557at7898	Complete	LUTQUINCHR11.01	11525114	11556957	-	2348.0	1414	https://www.orthodb.org/v10?query=6557at7898	Listerin E3 ubiquitin protein ligase 1
6598at7898	Complete	LUTQUINCHR1.01	26513914	26535879	-	1785.6	1248	https://www.orthodb.org/v10?query=6598at7898	unhealthy ribosome biogenesis protein 2 homolog
6715at7898	Complete	LUTQUINCHR18.01	18009092	18023691	+	2390.5	1217	https://www.orthodb.org/v10?query=6715at7898	Nucleoporin 155
6807at7898	Complete	LUTQUINCHR3.01	36336631	36374768	-	2295.3	1134
6854at7898	Complete	LUTQUINCHR13.01	29754630	29855184	+	2240.0	1135	https://www.orthodb.org/v10?query=6854at7898	tenascin-R
6873at7898	Complete	LUTQUINCHR21.01	17015372	17086490	+	2221.5	1218	https://www.orthodb.org/v10?query=6873at7898	DNA polymerase
6908at7898	Complete	LUTQUINCHR6.01	1706771	1722011	+	2708.7	1202	https://www.orthodb.org/v10?query=6908at7898	Splicing factor 3b, subunit 1
6910at7898	Complete	LUTQUINCHR17.02	7832033	7887934	+	1844.1	1024
6926at7898	Complete	LUTQUINCHR23.01	17938909	17944338	-	1425.7	1141	https://www.orthodb.org/v10?query=6926at7898	zinc finger and BTB domain-containing protein 4
6936at7898	Complete	LUTQUINCHR15.01	6410737	6438901	-	1972.8	1123	https://www.orthodb.org/v10?query=6936at7898	rab3 GTPase-activating protein non-catalytic subunit
6976at7898	Complete	LUTQUINCHR20.01	13151187	13173739	+	1936.0	1184	https://www.orthodb.org/v10?query=6976at7898	protein KIAA0556 homolog isoform X1
6978at7898	Complete	LUTQUINCHR22.01	16013072	16032424	+	2699.9	1373
7042at7898	Complete	LUTQUINCHR5.01	24798168	24865904	-	1887.5	1002	https://www.orthodb.org/v10?query=7042at7898	ADAM metallopeptidase with thrombospondin type 1 motif, 16
7133at7898	Complete	LUTQUINCHR12.01	19434992	19454682	+	2685.4	1544	https://www.orthodb.org/v10?query=7133at7898	Chromodomain helicase DNA binding protein 2
7219at7898	Complete	LUTQUINCHR12.01	4803828	4838648	+	2229.9	1364	https://www.orthodb.org/v10?query=7219at7898	pseudopodium-enriched atypical kinase 1
7222at7898	Complete	LUTQUINCHR1.01	23773632	23797422	-	2338.9	1214	https://www.orthodb.org/v10?query=7222at7898	ubiquitin carboxyl-terminal hydrolase 47 isoform X1
7263at7898	Complete	LUTQUINCHR14.02	7057113	7072112	+	2099.7	1381
7318at7898	Complete	LUTQUINCHR2.01	23054323	23072495	+	2162.6	1206	https://www.orthodb.org/v10?query=7318at7898	Fanconi anemia group D2 protein
7346at7898	Complete	LUTQUINCHR3.01	32528618	32545254	-	2200.2	1521	https://www.orthodb.org/v10?query=7346at7898	protein RRP5 homolog
7429at7898	Complete	LUTQUINCHR12.01	28992665	29018214	+	1535.3	1159	https://www.orthodb.org/v10?query=7429at7898	Fanconi anemia group A protein
7492at7898	Complete	LUTQUINCHR18.01	18676312	18697204	-	2468.2	1892
7534at7898	Complete	LUTQUINCHR21.02	1574727	1588033	+	2001.5	1155	https://www.orthodb.org/v10?query=7534at7898	DNA topoisomerase 2-binding protein 1
7550at7898	Complete	LUTQUINCHR12.01	36741685	36778652	-	2469.4	1113	https://www.orthodb.org/v10?query=7550at7898	splicing factor 3B subunit 3
7580at7898	Complete	LUTQUINCHR16.01	8896255	8905065	-	2241.0	1167	https://www.orthodb.org/v10?query=7580at7898	DNA mismatch repair protein Msh6
7677at7898	Complete	LUTQUINCHR10.01	28253333	28288622	-	2010.8	994	https://www.orthodb.org/v10?query=7677at7898	intraflagellar transport protein 122 homolog
7712at7898	Complete	LUTQUINCHR15.01	19463421	19481236	-	2038.8	1166
7715at7898	Complete	LUTQUINCHR11.01	4507610	4519945	+	1506.2	1118	https://www.orthodb.org/v10?query=7715at7898	Shroom family member 1
7742at7898	Complete	LUTQUINCHR16.01	13426443	13493194	-	1855.2	987	https://www.orthodb.org/v10?query=7742at7898	WD repeat-containing protein 11
7793at7898	Duplicated	LUTQUINCHR1.01	18253813	18269625	+	2107.2	1062
7793at7898	Duplicated	LUTQUINCHR1.03	820	16620	+	2107.2	1062
7801at7898	Duplicated	LUTQUINCHR5.01	252181	280706	+	2028.4	1424	https://www.orthodb.org/v10?query=7801at7898	GON-4-like protein
7801at7898	Duplicated	LUTQUINCTG0016	119311	148660	-	2055.1	1423	https://www.orthodb.org/v10?query=7801at7898	GON-4-like protein
7847at7898	Complete	LUTQUINCHR20.01	2543808	2581679	+	2172.6	1117	https://www.orthodb.org/v10?query=7847at7898	methionine synthase
7869at7898	Complete	LUTQUINCHR12.01	18878307	18889150	-	1817.2	1076	https://www.orthodb.org/v10?query=7869at7898	Bloom syndrome protein isoform X1
7900at7898	Complete	LUTQUINCHR19.01	23078356	23110845	-	1789.4	899	https://www.orthodb.org/v10?query=7900at7898	ubiquitin carboxyl-terminal hydrolase 7 isoform X1
7928at7898	Complete	LUTQUINCHR9.01	9572395	9741848	+	1413.1	969	https://www.orthodb.org/v10?query=7928at7898	uncharacterized protein KIAA0825 homolog
7953at7898	Complete	LUTQUINCHR16.01	6716084	6731292	+	1561.6	1098	https://www.orthodb.org/v10?query=7953at7898	PHD finger protein 3 isoform X1
8043at7898	Complete	LUTQUINCHR8.01	9052786	9077465	+	1293.6	847	https://www.orthodb.org/v10?query=8043at7898	pro-epidermal growth factor
8044at7898	Complete	LUTQUINCHR10.01	30313818	30333748	-	3098.2	2311	https://www.orthodb.org/v10?query=8044at7898	bromodomain adjacent to zinc finger domain protein 2A
8172at7898	Complete	LUTQUINCHR13.01	19444809	19466558	+	2161.2	1550
8186at7898	Complete	LUTQUINCHR15.01	30421093	30446725	+	1490.8	908	https://www.orthodb.org/v10?query=8186at7898	papilin isoform X1
8190at7898	Complete	LUTQUINCHR2.01	29893561	29973754	-	2102.3	1092
8271at7898	Complete	LUTQUINCHR16.01	21769694	21787570	+	1727.8	1267	https://www.orthodb.org/v10?query=8271at7898	cilia- and flagella-associated protein 43
8276at7898	Complete	LUTQUINCHR2.01	2969523	3051399	+	2255.2	1188	https://www.orthodb.org/v10?query=8276at7898	neurofascin isoform X1
8300at7898	Complete	LUTQUINCHR9.01	23257149	23273156	-	1503.2	882	https://www.orthodb.org/v10?query=8300at7898	Excision repair cross-complementation group 6-like 2
8356at7898	Complete	LUTQUINCHR11.01	3511114	3542961	+	2172.4	1048	https://www.orthodb.org/v10?query=8356at7898	leucine--tRNA ligase, cytoplasmic
8392at7898	Complete	LUTQUINCHR22.01	15547781	15558343	-	2041.9	1134	https://www.orthodb.org/v10?query=8392at7898	putative ATP-dependent RNA helicase DHX57
8403at7898	Complete	LUTQUINCHR22.01	3913627	3950201	+	1981.7	1154	https://www.orthodb.org/v10?query=8403at7898	UHRF1-binding protein 1-like
8407at7898	Complete	LUTQUINCHR18.01	19804877	19881337	+	1923.7	952	https://www.orthodb.org/v10?query=8407at7898	A disintegrin and metalloproteinase with thrombospondin motifs 6
8413at7898	Complete	LUTQUINCHR16.01	26033801	26097333	-	1954.6	1188	https://www.orthodb.org/v10?query=8413at7898	Leucine-rich pentatricopeptide repeat containing
8448at7898	Complete	LUTQUINCHR5.01	6058717	6080331	+	1894.4	1072	https://www.orthodb.org/v10?query=8448at7898	protein MMS22-like
8465at7898	Complete	LUTQUINCHR17.01	892152	964249	-	2386.5	1289	https://www.orthodb.org/v10?query=8465at7898	CLIP-associating protein 2 isoform X1
8496at7898	Complete	LUTQUINCHR12.01	23510892	23536988	-	2092.8	972	https://www.orthodb.org/v10?query=8496at7898	DNA-directed RNA polymerase III subunit RPC2
8587at7898	Complete	LUTQUINCHR15.01	18581716	18614948	+	1791.4	1061	https://www.orthodb.org/v10?query=8587at7898	putative ATP-dependent RNA helicase TDRD9
8605at7898	Complete	LUTQUINCHR16.01	7546171	7560618	+	2127.3	1156	https://www.orthodb.org/v10?query=8605at7898	protein FAM135A isoform X1
8815at7898	Complete	LUTQUINCHR21.01	11822688	11831959	+	1986.6	1047	https://www.orthodb.org/v10?query=8815at7898	nephrocystin-3
8836at7898	Complete	LUTQUINCHR20.01	16499781	16536414	-	1832.0	1062	https://www.orthodb.org/v10?query=8836at7898	supervillin-like
8889at7898	Complete	LUTQUINCHR16.01	16710554	16718458	-	1875.4	935	https://www.orthodb.org/v10?query=8889at7898	DNA-directed RNA polymerase I subunit RPA2
8910at7898	Complete	LUTQUINCHR9.01	7820246	7881759	+	2014.9	1091
8916at7898	Complete	LUTQUINCHR8.01	25869055	25894784	+	1815.4	970	https://www.orthodb.org/v10?query=8916at7898	Inositol polyphosphate phosphatase-like 1b
8936at7898	Complete	LUTQUINCHR5.01	9551586	9626246	+	2120.6	1253	https://www.orthodb.org/v10?query=8936at7898	myomesin-3-like
8999at7898	Complete	LUTQUINCHR20.01	18764668	18775627	-	2345.2	1480	https://www.orthodb.org/v10?query=8999at7898	mediator of RNA polymerase II transcription subunit 1
9010at7898	Complete	LUTQUINCHR19.01	22760184	22779852	+	2100.6	1052	https://www.orthodb.org/v10?query=9010at7898	protein flightless-1 homolog
9020at7898	Complete	LUTQUINCHR2.01	31143141	31155839	-	1785.1	1074
9061at7898	Complete	LUTQUINCHR15.01	14818409	14843181	+	1662.0	916	https://www.orthodb.org/v10?query=9061at7898	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-2
9138at7898	Complete	LUTQUINCHR7.01	30899186	30908614	+	1159.5	851	https://www.orthodb.org/v10?query=9138at7898	acyl-CoA synthetase family member 4 isoform X1
