# BUSCO version is: 5.4.3 
# The lineage dataset is: actinopterygii_odb10 (Creation date: 2020-08-05, number of genomes: 3640, number of BUSCOs: 26)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
1329at7898	Complete	ptg000021l	29389555	29425803	-	3710.5	2121	https://www.orthodb.org/v10?query=1329at7898	ectopic P granules protein 5 homolog
1401at7898	Complete	ptg000021l	35561745	35591009	-	4374.7	2326	https://www.orthodb.org/v10?query=1401at7898	eIF-2-alpha kinase activator GCN1
1502at7898	Complete	ptg000162l	247023	271151	-	4314.2	2168	https://www.orthodb.org/v10?query=1502at7898	E3 ubiquitin-protein ligase HECTD1 isoform X1
1539at7898	Complete	ptg000023l	8836475	8866544	+	3720.6	1827	https://www.orthodb.org/v10?query=1539at7898	alpha-tectorin
1607at7898	Complete	ptg000035l	3721363	3764095	-	3203.1	1938	https://www.orthodb.org/v10?query=1607at7898	chondroitin sulfate proteoglycan 4
1664at7898	Complete	ptg000016l	9072238	9087059	+	3488.6	2074	https://www.orthodb.org/v10?query=1664at7898	zinc finger protein 40 isoform X1
1667at7898	Complete	ptg000002l	23903257	24005477	+	3411.3	1814	https://www.orthodb.org/v10?query=1667at7898	dysferlin isoform X1
1697at7898	Complete	ptg000021l	8672556	8694311	-	3932.0	1905	https://www.orthodb.org/v10?query=1697at7898	DNA polymerase epsilon catalytic subunit A
1709at7898	Duplicated	ptg000047l	255109	281487	-	3416.1	1929	https://www.orthodb.org/v10?query=1709at7898	adenomatous polyposis coli protein 2
1709at7898	Duplicated	ptg000049l	214176	240770	-	3422.8	1932	https://www.orthodb.org/v10?query=1709at7898	adenomatous polyposis coli protein 2
1867at7898	Complete	ptg000030l	1672880	1892427	+	3715.6	2021	https://www.orthodb.org/v10?query=1867at7898	neuroblastoma-amplified sequence
1955at7898	Complete	ptg000014l	977039	1044066	+	3304.2	1820	https://www.orthodb.org/v10?query=1955at7898	brefeldin A-inhibited guanine nucleotide-exchange protein 3
2212at7898	Complete	ptg000035l	20442218	20468423	-	3468.7	2436	https://www.orthodb.org/v10?query=2212at7898	von Willebrand factor
2355at7898	Complete	ptg000012l	7154022	7213272	+	3422.8	1829	https://www.orthodb.org/v10?query=2355at7898	dedicator of cytokinesis protein 10
2390at7898	Complete	ptg000021l	1673225	1731241	+	2852.1	1667	https://www.orthodb.org/v10?query=2390at7898	calcineurin-binding protein cabin-1 isoform X1
2421at7898	Complete	ptg000009l	19502874	19527132	+	3262.8	1889	https://www.orthodb.org/v10?query=2421at7898	Dopey family member 2
2494at7898	Complete	ptg000007l	16132597	16180929	-	2627.9	1764	https://www.orthodb.org/v10?query=2494at7898	rotatin
2517at7898	Complete	ptg000009l	40414357	40444769	+	2184.7	1287	https://www.orthodb.org/v10?query=2517at7898	coagulation factor V
2564at7898	Complete	ptg000012l	18432304	18453939	+	2820.7	1824	https://www.orthodb.org/v10?query=2564at7898	nucleolar pre-ribosomal-associated protein 1
2589at7898	Complete	ptg000014l	7889209	7937563	-	2970.7	1596	https://www.orthodb.org/v10?query=2589at7898	anaphase-promoting complex subunit 1
2616at7898	Complete	ptg000012l	14875719	14902258	+	3669.5	1854	https://www.orthodb.org/v10?query=2616at7898	protein KIAA0100 homolog isoform X1
2652at7898	Complete	ptg000014l	23723147	23752496	+	3333.7	1648	https://www.orthodb.org/v10?query=2652at7898	HEAT repeat-containing protein 5B
2721at7898	Complete	ptg000007l	13744442	13753911	+	1654.1	1370	https://www.orthodb.org/v10?query=2721at7898	Upstream transcription factor family member 3
2731at7898	Complete	ptg000021l	20778204	20813849	-	3666.3	2097	https://www.orthodb.org/v10?query=2731at7898	chondroitin sulfate proteoglycan 4-like
2748at7898	Complete	ptg000019l	10291324	10297722	-	1947.4	1454	https://www.orthodb.org/v10?query=2748at7898	tudor domain-containing protein 15
2763at7898	Complete	ptg000035l	30846678	30862690	+	3397.1	1770	https://www.orthodb.org/v10?query=2763at7898	nuclear pore complex protein Nup205
2857at7898	Complete	ptg000033l	25630167	25684481	+	2938.2	1590	https://www.orthodb.org/v10?query=2857at7898	zinc finger protein castor homolog 1 isoform X1
2862at7898	Complete	ptg000005l	28686795	28695230	-	1608.9	1515
3036at7898	Complete	ptg000033l	14990274	15106773	-	2871.0	1563	https://www.orthodb.org/v10?query=3036at7898	plexin-D1
3037at7898	Complete	ptg000031l	42612045	42768730	+	3029.1	1690	https://www.orthodb.org/v10?query=3037at7898	low-density lipoprotein receptor-related protein 4
3098at7898	Duplicated	ptg000007l	6501656	6559827	-	1955.2	1222
3098at7898	Duplicated	ptg000037l	12656058	12686024	+	1732.7	1186
3133at7898	Complete	ptg000019l	13877901	13927846	+	2661.3	1551	https://www.orthodb.org/v10?query=3133at7898	Intraflagellar transport 172
3278at7898	Complete	ptg000002l	16216500	16284670	-	3284.8	1547
3359at7898	Complete	ptg000021l	27518516	27542166	+	3251.6	1975	https://www.orthodb.org/v10?query=3359at7898	kinetochore-associated protein 1
3551at7898	Complete	ptg000009l	23255098	23342715	-	2833.6	1473	https://www.orthodb.org/v10?query=3551at7898	sodium leak channel non-selective protein
3552at7898	Complete	ptg000020l	17998022	18017512	+	2827.7	1570
3601at7898	Complete	ptg000033l	25298179	25368415	+	2878.9	1484	https://www.orthodb.org/v10?query=3601at7898	kinesin-like protein KIF1B isoform X1
3636at7898	Complete	ptg000013l	20335738	20358657	+	3038.9	1600	https://www.orthodb.org/v10?query=3636at7898	proteasome-associated protein ECM29 homolog
3668at7898	Complete	ptg000035l	5396030	5408364	+	1685.5	1419	https://www.orthodb.org/v10?query=3668at7898	treslin isoform X1
3678at7898	Complete	ptg000030l	18537721	18547574	+	1183.6	1476	https://www.orthodb.org/v10?query=3678at7898	CASP8-associated protein 2
3802at7898	Complete	ptg000009l	2953317	2968168	+	1660.6	1163	https://www.orthodb.org/v10?query=3802at7898	cilia- and flagella-associated protein 65
3849at7898	Complete	ptg000025l	25431177	25447482	+	2839.8	1504	https://www.orthodb.org/v10?query=3849at7898	nucleoporin NUP188 homolog
3878at7898	Complete	ptg000021l	29813515	29828495	-	1754.0	1226	https://www.orthodb.org/v10?query=3878at7898	cardiomyopathy-associated protein 5
3909at7898	Complete	ptg000022l	30467677	30495369	-	2633.2	1376	https://www.orthodb.org/v10?query=3909at7898	DNA-directed RNA polymerase I subunit RPA1
4012at7898	Complete	ptg000012l	14465868	14482889	-	2965.2	1568	https://www.orthodb.org/v10?query=4012at7898	WD repeat-containing protein 81
4029at7898	Complete	ptg000010l	3464039	3502297	-	1861.8	1164	https://www.orthodb.org/v10?query=4029at7898	nidogen-2 isoform X1
4171at7898	Complete	ptg000020l	29769064	29784738	-	2612.4	1390	https://www.orthodb.org/v10?query=4171at7898	ATP-binding cassette, sub-family A (ABC1), member 5
4182at7898	Complete	ptg000002l	30836229	30883044	-	2467.3	1536	https://www.orthodb.org/v10?query=4182at7898	focadhesin
4232at7898	Complete	ptg000030l	20801487	20848218	+	2618.9	1540	https://www.orthodb.org/v10?query=4232at7898	laminin subunit alpha-4
4361at7898	Complete	ptg000031l	45714264	45784613	+	2532.2	1399	https://www.orthodb.org/v10?query=4361at7898	ras GTPase-activating-like protein IQGAP1
4363at7898	Complete	ptg000035l	20849980	20880246	-	2542.8	1701	https://www.orthodb.org/v10?query=4363at7898	kielin/chordin-like protein
4391at7898	Complete	ptg000002l	15437848	15450108	-	3680.3	1921	https://www.orthodb.org/v10?query=4391at7898	DNA-directed RNA polymerase II subunit RPB1
4483at7898	Complete	ptg000021l	30144804	30188288	+	2560.8	1397	https://www.orthodb.org/v10?query=4483at7898	ras GTPase-activating-like protein IQGAP2
4528at7898	Complete	ptg000001l	10714818	10737566	+	792.5	602	https://www.orthodb.org/v10?query=4528at7898	MHC class II transactivator
4610at7898	Complete	ptg000001l	20172352	20208019	+	2939.1	1452	https://www.orthodb.org/v10?query=4610at7898	ATP-binding cassette sub-family A member 3
4629at7898	Duplicated	ptg000014l	27522811	27540947	-	2672.9	1268	https://www.orthodb.org/v10?query=4629at7898	Mitogen-activated protein kinase kinase kinase 4
4629at7898	Duplicated	ptg000934l	2599	20733	+	2672.9	1268	https://www.orthodb.org/v10?query=4629at7898	Mitogen-activated protein kinase kinase kinase 4
4817at7898	Complete	ptg000012l	8579416	8614294	-	2412.1	1391	https://www.orthodb.org/v10?query=4817at7898	signal-induced proliferation-associated 1-like protein 3
4849at7898	Complete	ptg000017l	29755082	29771133	+	2606.0	1267	https://www.orthodb.org/v10?query=4849at7898	SNF2 histone linker PHD RING helicase
4922at7898	Duplicated	ptg000014l	14935707	14984583	-	2935.4	1639	https://www.orthodb.org/v10?query=4922at7898	disks large homolog 5 isoform X1
4922at7898	Duplicated	ptg000020l	19920437	19963506	-	2820.7	1716	https://www.orthodb.org/v10?query=4922at7898	disks large homolog 5 isoform X1
4973at7898	Complete	ptg000002l	16434041	16602640	+	1666.9	1057	https://www.orthodb.org/v10?query=4973at7898	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2
5000at7898	Complete	ptg000037l	36111566	36137320	+	2483.6	1250
5022at7898	Complete	ptg000030l	12382630	12415398	+	2478.7	1287	https://www.orthodb.org/v10?query=5022at7898	protein dispatched homolog 1
5033at7898	Complete	ptg000017l	19174417	19191858	+	1999.3	1220	https://www.orthodb.org/v10?query=5033at7898	protein dispatched homolog 2
5058at7898	Complete	ptg000017l	30889226	30913228	-	2567.8	1740	https://www.orthodb.org/v10?query=5058at7898	thyroid receptor-interacting protein 11
5200at7898	Complete	ptg000004l	10973378	10992970	+	1930.4	1216
5468at7898	Complete	ptg000007l	13124790	13142110	-	2036.4	1399	https://www.orthodb.org/v10?query=5468at7898	deleted in lung and esophageal cancer protein 1
5477at7898	Complete	ptg000017l	18648220	18669043	+	1763.7	1153	https://www.orthodb.org/v10?query=5477at7898	leucine-rich repeat-containing protein 9-like
5479at7898	Complete	ptg000020l	20219561	20250948	+	2206.1	1172	https://www.orthodb.org/v10?query=5479at7898	DNA-directed RNA polymerase III subunit RPC1
5517at7898	Complete	ptg000035l	12669223	12709374	-	2312.8	1252	https://www.orthodb.org/v10?query=5517at7898	Cystic fibrosis transmembrane conductance regulator
5528at7898	Complete	ptg000004l	29489810	29520524	+	1686.0	1026	https://www.orthodb.org/v10?query=5528at7898	protein crumbs homolog 1
5566at7898	Complete	ptg000015l	27304394	27349651	-	2812.4	1470	https://www.orthodb.org/v10?query=5566at7898	Kinesin family member 21B
5588at7898	Complete	ptg000003l	7847243	7863546	-	2975.5	1535	https://www.orthodb.org/v10?query=5588at7898	Transcription elongation factor spt6
5604at7898	Complete	ptg000030l	4871202	4893210	-	2312.2	1155	https://www.orthodb.org/v10?query=5604at7898	mediator of RNA polymerase II transcription subunit 23
5622at7898	Complete	ptg000013l	12991239	13004849	+	1614.9	1429
5661at7898	Complete	ptg000025l	953283	974458	+	2625.0	1500	https://www.orthodb.org/v10?query=5661at7898	chromodomain-helicase-DNA-binding protein 1
5736at7898	Complete	ptg000035l	15507571	15524641	+	2667.0	1536
5752at7898	Complete	ptg000017l	24276896	24340414	+	2440.9	1234	https://www.orthodb.org/v10?query=5752at7898	intron-binding protein aquarius
5794at7898	Complete	ptg000031l	23443049	23455085	+	1681.8	930	https://www.orthodb.org/v10?query=5794at7898	DNA replication ATP-dependent helicase/nuclease DNA2
5900at7898	Complete	ptg000017l	21878664	21935796	-	1816.1	1256	https://www.orthodb.org/v10?query=5900at7898	Fanconi anemia group M protein
6083at7898	Complete	ptg000037l	5540444	5556119	+	1810.7	1110
6094at7898	Complete	ptg000004l	3147388	3177137	+	2187.1	1185	https://www.orthodb.org/v10?query=6094at7898	Trafficking protein particle complex 8
6107at7898	Complete	ptg000017l	27341718	27381044	-	2112.5	1102	https://www.orthodb.org/v10?query=6107at7898	pleckstrin homology domain-containing family H member 1
6114at7898	Complete	ptg000025l	32074458	32116354	+	2961.5	1724	https://www.orthodb.org/v10?query=6114at7898	unconventional myosin-XVIIIb
6141at7898	Complete	ptg000037l	15634818	15652165	-	2222.6	1474	https://www.orthodb.org/v10?query=6141at7898	RB1-inducible coiled-coil protein 1
6211at7898	Complete	ptg000031l	34639147	34673826	-	1895.8	1204	https://www.orthodb.org/v10?query=6211at7898	secretory phospholipase A2 receptor
6222at7898	Complete	ptg000005l	32431012	32452448	+	2128.0	1475	https://www.orthodb.org/v10?query=6222at7898	RUN and SH3 domain-containing protein 1
6239at7898	Complete	ptg000012l	4991996	5015917	+	2218.9	1090	https://www.orthodb.org/v10?query=6239at7898	Clustered mitochondria protein homolog
6262at7898	Complete	ptg000033l	37302595	37371102	+	2279.6	1264	https://www.orthodb.org/v10?query=6262at7898	collagen alpha-1(XX) chain isoform X1
6305at7898	Complete	ptg000013l	24255985	24282114	-	1896.5	991	https://www.orthodb.org/v10?query=6305at7898	WD repeat-containing protein 17 isoform X1
6349at7898	Complete	ptg000023l	4259436	4278687	+	1761.0	1053	https://www.orthodb.org/v10?query=6349at7898	Gem (nuclear organelle) associated protein 5
6383at7898	Complete	ptg000031l	22163308	22178507	-	1654.7	1201	https://www.orthodb.org/v10?query=6383at7898	glutamine and serine-rich protein 1
6557at7898	Complete	ptg000003l	11525114	11556957	-	2348.0	1414	https://www.orthodb.org/v10?query=6557at7898	Listerin E3 ubiquitin protein ligase 1
6598at7898	Complete	ptg000031l	23762714	23784679	+	1785.6	1248	https://www.orthodb.org/v10?query=6598at7898	unhealthy ribosome biogenesis protein 2 homolog
6715at7898	Complete	ptg000025l	18009092	18023691	+	2390.5	1217	https://www.orthodb.org/v10?query=6715at7898	Nucleoporin 155
6807at7898	Complete	ptg000013l	36336631	36374768	-	2295.3	1134
6854at7898	Complete	ptg000037l	11636251	11736805	-	2240.0	1135	https://www.orthodb.org/v10?query=6854at7898	tenascin-R
6873at7898	Complete	ptg000007l	17015372	17086490	+	2221.5	1218	https://www.orthodb.org/v10?query=6873at7898	DNA polymerase
6908at7898	Complete	ptg000009l	42042492	42057732	-	2708.7	1202	https://www.orthodb.org/v10?query=6908at7898	Splicing factor 3b, subunit 1
6910at7898	Complete	ptg000006l	9256117	9312018	-	1844.1	1024
6926at7898	Complete	ptg000002l	15482456	15487885	+	1425.7	1141	https://www.orthodb.org/v10?query=6926at7898	zinc finger and BTB domain-containing protein 4
6936at7898	Complete	ptg000017l	6410737	6438901	-	1972.8	1123	https://www.orthodb.org/v10?query=6936at7898	rab3 GTPase-activating protein non-catalytic subunit
6976at7898	Complete	ptg000020l	13151187	13173739	+	1936.0	1184	https://www.orthodb.org/v10?query=6976at7898	protein KIAA0556 homolog isoform X1
6978at7898	Complete	ptg000038l	11435167	11454519	-	2699.9	1373
7042at7898	Complete	ptg000005l	24798168	24865904	-	1887.5	1002	https://www.orthodb.org/v10?query=7042at7898	ADAM metallopeptidase with thrombospondin type 1 motif, 16
7133at7898	Complete	ptg000035l	19434992	19454682	+	2685.4	1544	https://www.orthodb.org/v10?query=7133at7898	Chromodomain helicase DNA binding protein 2
7219at7898	Complete	ptg000035l	4803828	4838648	+	2229.9	1364	https://www.orthodb.org/v10?query=7219at7898	pseudopodium-enriched atypical kinase 1
7222at7898	Complete	ptg000031l	26501171	26524961	+	2338.9	1214	https://www.orthodb.org/v10?query=7222at7898	ubiquitin carboxyl-terminal hydrolase 47 isoform X1
7263at7898	Complete	ptg000019l	7057113	7072112	+	2099.7	1381
7318at7898	Complete	ptg000015l	22572705	22590877	-	2162.6	1206	https://www.orthodb.org/v10?query=7318at7898	Fanconi anemia group D2 protein
7346at7898	Complete	ptg000013l	32528618	32545254	-	2200.2	1521	https://www.orthodb.org/v10?query=7346at7898	protein RRP5 homolog
7429at7898	Complete	ptg000035l	28992665	29018214	+	1535.3	1159	https://www.orthodb.org/v10?query=7429at7898	Fanconi anemia group A protein
7492at7898	Complete	ptg000025l	18676312	18697204	-	2468.2	1892
7534at7898	Complete	ptg000075l	10213317	10226623	-	2001.5	1155	https://www.orthodb.org/v10?query=7534at7898	DNA topoisomerase 2-binding protein 1
7550at7898	Complete	ptg000035l	36741685	36778652	-	2469.4	1113	https://www.orthodb.org/v10?query=7550at7898	splicing factor 3B subunit 3
7580at7898	Complete	ptg000014l	26344771	26353581	+	2241.0	1167	https://www.orthodb.org/v10?query=7580at7898	DNA mismatch repair protein Msh6
7677at7898	Complete	ptg000033l	14942593	14977882	+	2010.8	994	https://www.orthodb.org/v10?query=7677at7898	intraflagellar transport protein 122 homolog
7712at7898	Complete	ptg000017l	19463421	19481236	-	2038.8	1166
7715at7898	Complete	ptg000003l	4507610	4519945	+	1506.2	1118	https://www.orthodb.org/v10?query=7715at7898	Shroom family member 1
7742at7898	Complete	ptg000014l	21756642	21823393	+	1855.2	987	https://www.orthodb.org/v10?query=7742at7898	WD repeat-containing protein 11
7793at7898	Duplicated	ptg000031l	32028968	32044780	-	2107.2	1062
7793at7898	Duplicated	ptg000627l	820	16620	+	2107.2	1062
7801at7898	Duplicated	ptg000005l	252181	280706	+	2028.4	1424	https://www.orthodb.org/v10?query=7801at7898	GON-4-like protein
7801at7898	Duplicated	ptg000090l	119311	148660	-	2055.1	1423	https://www.orthodb.org/v10?query=7801at7898	GON-4-like protein
7847at7898	Complete	ptg000020l	2543808	2581679	+	2172.6	1117	https://www.orthodb.org/v10?query=7847at7898	methionine synthase
7869at7898	Complete	ptg000035l	18878307	18889150	-	1817.2	1076	https://www.orthodb.org/v10?query=7869at7898	Bloom syndrome protein isoform X1
7900at7898	Complete	ptg000001l	11166699	11199188	+	1789.4	899	https://www.orthodb.org/v10?query=7900at7898	ubiquitin carboxyl-terminal hydrolase 7 isoform X1
7928at7898	Complete	ptg000021l	9572395	9741848	+	1413.1	969	https://www.orthodb.org/v10?query=7928at7898	uncharacterized protein KIAA0825 homolog
7953at7898	Complete	ptg000014l	28518544	28533752	-	1561.6	1098	https://www.orthodb.org/v10?query=7953at7898	PHD finger protein 3 isoform X1
8043at7898	Complete	ptg000022l	9052786	9077465	+	1293.6	847	https://www.orthodb.org/v10?query=8043at7898	pro-epidermal growth factor
8044at7898	Complete	ptg000033l	12897467	12917397	+	3098.2	2311	https://www.orthodb.org/v10?query=8044at7898	bromodomain adjacent to zinc finger domain protein 2A
8172at7898	Complete	ptg000037l	22024877	22046626	-	2161.2	1550
8186at7898	Complete	ptg000017l	30421093	30446725	+	1490.8	908	https://www.orthodb.org/v10?query=8186at7898	papilin isoform X1
8190at7898	Complete	ptg000015l	15671446	15751639	+	2102.3	1092
8271at7898	Complete	ptg000014l	13462266	13480142	-	1727.8	1267	https://www.orthodb.org/v10?query=8271at7898	cilia- and flagella-associated protein 43
8276at7898	Complete	ptg000015l	42593801	42675677	-	2255.2	1188	https://www.orthodb.org/v10?query=8276at7898	neurofascin isoform X1
8300at7898	Complete	ptg000021l	23257149	23273156	-	1503.2	882	https://www.orthodb.org/v10?query=8300at7898	Excision repair cross-complementation group 6-like 2
8356at7898	Complete	ptg000003l	3511114	3542961	+	2172.4	1048	https://www.orthodb.org/v10?query=8356at7898	leucine--tRNA ligase, cytoplasmic
8392at7898	Complete	ptg000038l	11909248	11919810	+	2041.9	1134	https://www.orthodb.org/v10?query=8392at7898	putative ATP-dependent RNA helicase DHX57
8403at7898	Complete	ptg000038l	23517390	23553964	-	1981.7	1154	https://www.orthodb.org/v10?query=8403at7898	UHRF1-binding protein 1-like
8407at7898	Complete	ptg000025l	19804877	19881337	+	1923.7	952	https://www.orthodb.org/v10?query=8407at7898	A disintegrin and metalloproteinase with thrombospondin motifs 6
8413at7898	Complete	ptg000014l	9152503	9216035	+	1954.6	1188	https://www.orthodb.org/v10?query=8413at7898	Leucine-rich pentatricopeptide repeat containing
8448at7898	Complete	ptg000005l	6058717	6080331	+	1894.4	1072	https://www.orthodb.org/v10?query=8448at7898	protein MMS22-like
8465at7898	Complete	ptg000016l	892152	964249	-	2386.5	1289	https://www.orthodb.org/v10?query=8465at7898	CLIP-associating protein 2 isoform X1
8496at7898	Complete	ptg000035l	23510892	23536988	-	2092.8	972	https://www.orthodb.org/v10?query=8496at7898	DNA-directed RNA polymerase III subunit RPC2
8587at7898	Complete	ptg000017l	18581716	18614948	+	1791.4	1061	https://www.orthodb.org/v10?query=8587at7898	putative ATP-dependent RNA helicase TDRD9
8605at7898	Complete	ptg000014l	27689218	27703665	-	2127.3	1156	https://www.orthodb.org/v10?query=8605at7898	protein FAM135A isoform X1
8815at7898	Complete	ptg000007l	11822688	11831959	+	1986.6	1047	https://www.orthodb.org/v10?query=8815at7898	nephrocystin-3
8836at7898	Complete	ptg000020l	16499781	16536414	-	1832.0	1062	https://www.orthodb.org/v10?query=8836at7898	supervillin-like
8889at7898	Complete	ptg000014l	18531378	18539282	+	1875.4	935	https://www.orthodb.org/v10?query=8889at7898	DNA-directed RNA polymerase I subunit RPA2
8910at7898	Complete	ptg000021l	7820246	7881759	+	2014.9	1091
8916at7898	Complete	ptg000022l	25869055	25894784	+	1815.4	970	https://www.orthodb.org/v10?query=8916at7898	Inositol polyphosphate phosphatase-like 1b
8936at7898	Complete	ptg000005l	9551586	9626246	+	2120.6	1253	https://www.orthodb.org/v10?query=8936at7898	myomesin-3-like
8999at7898	Complete	ptg000020l	18764668	18775627	-	2345.2	1480	https://www.orthodb.org/v10?query=8999at7898	mediator of RNA polymerase II transcription subunit 1
9010at7898	Complete	ptg000001l	11497692	11517360	-	2100.6	1052	https://www.orthodb.org/v10?query=9010at7898	protein flightless-1 homolog
9020at7898	Complete	ptg000015l	14489361	14502059	+	1785.1	1074
9061at7898	Complete	ptg000017l	14818409	14843181	+	1662.0	916	https://www.orthodb.org/v10?query=9061at7898	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-2
9138at7898	Complete	ptg000004l	11272119	11281547	-	1159.5	851	https://www.orthodb.org/v10?query=9138at7898	acyl-CoA synthetase family member 4 isoform X1
9151at7898	Complete	ptg000014l	20936192	20947923	+	1608.3	807	https://www.orthodb.org/v10?query=9151at7898	proto-oncogene tyrosine-protein kinase receptor Ret
9159at7898	Complete	ptg000001l	23490731	23501447	+	1954.8	1009	https://www.orthodb.org/v10?query=9159at7898	manganese-transporting ATPase 13A1
9174at7898	Complete	ptg000021l	8188728	8200583	-	2087.8	1101	https://www.orthodb.org/v10?query=9174at7898	Niemann-Pick C1-like protein 1
9176at7898	Complete	ptg000005l	29383407	29441204	+	1825.2	1078	https://www.orthodb.org/v10?query=9176at7898	nephrin
9220at7898	Complete	ptg000021l	4986464	5001924	-	2448.1	1542	https://www.orthodb.org/v10?query=9220at7898	thyroid adenoma-associated protein homolog
9258at7898	Complete	ptg000031l	25367898	25428047	+	2430.9	1187	https://www.orthodb.org/v10?query=9258at7898	PH domain leucine-rich repeat-containing protein phosphatase 2
9337at7898	Complete	ptg000004l	13184639	13201837	+	2041.2	1119
9402at7898	Complete	ptg000022l	27321423	27336363	+	1732.6	928	https://www.orthodb.org/v10?query=9402at7898	trafficking protein particle complex subunit 11
9404at7898	Complete	ptg000033l	9228558	9242358	-	2162.6	1024	https://www.orthodb.org/v10?query=9404at7898	PAN2-PAN3 deadenylation complex catalytic subunit PAN2
9519at7898	Complete	ptg000017l	23571043	23587151	+	1827.0	1014	https://www.orthodb.org/v10?query=9519at7898	Protein tyrosine phosphatase, non-receptor type 21
9616at7898	Complete	ptg000009l	26745906	26758044	-	1380.8	919	https://www.orthodb.org/v10?query=9616at7898	DNA repair protein REV1
9688at7898	Complete	ptg000037l	1245192	1259546	-	1899.9	1025	https://www.orthodb.org/v10?query=9688at7898	ATP-dependent RNA helicase A
9725at7898	Complete	ptg000007l	3405861	3540565	+	1948.7	999
9836at7898	Complete	ptg000005l	23181068	23196172	-	1961.6	994	https://www.orthodb.org/v10?query=9836at7898	WASH complex subunit strumpellin
9840at7898	Complete	ptg000003l	11976608	11987105	+	1509.8	948	https://www.orthodb.org/v10?query=9840at7898	HEAT repeat-containing protein 6
9905at7898	Complete	ptg000035l	28176774	28193895	+	2075.4	1052	https://www.orthodb.org/v10?query=9905at7898	WASH complex subunit 7
10070at7898	Complete	ptg000037l	9873085	9885750	-	1522.4	981
